inventory_id,product_id,movement_type,movement_qty,movement_date
2467,3725,IN,83,2024-11-16
2468,40,OUT,99,2023-06-24
2469,1522,IN,25,2024-04-24
2470,3462,IN,73,2023-03-10
2471,3425,IN,50,2024-07-17
2472,1229,IN,8,2024-03-21
2473,2091,IN,48,2023-08-18
2474,206,IN,27,2024-03-07
2475,2755,OUT,18,2024-02-10
2476,4318,OUT,65,2024-03-03
2477,218,OUT,87,2023-11-06
2478,3440,OUT,87,2023-07-25
2479,536,IN,24,2024-07-27
2480,3351,OUT,47,2024-12-22
2481,308,IN,99,2023-07-30
2482,2988,IN,24,2024-07-30
2483,2859,IN,28,2024-12-21
2484,4174,IN,63,2023-03-04
2485,2354,OUT,99,2024-01-22
2486,464,IN,52,2023-09-07
2487,4355,OUT,10,2024-01-06
2488,452,IN,81,2023-12-15
2489,3856,IN,91,2024-03-31
2490,1670,OUT,92,2024-01-28
2491,1592,IN,95,2024-11-17
2492,2763,OUT,99,2024-09-07
2493,4424,OUT,63,2023-07-25
2494,1928,OUT,98,2024-10-03
2495,1266,OUT,14,2024-10-26
2496,3915,OUT,65,2023-09-26
2497,4410,IN,48,2023-02-13
2498,1211,OUT,13,2023-02-21
2499,2242,IN,26,2024-03-07
2500,2284,IN,82,2024-05-06
2501,4847,OUT,43,2023-05-02
2502,1890,IN,43,2024-09-10
2503,4929,IN,58,2023-03-05
2504,2105,OUT,13,2024-09-19
2505,2117,IN,17,2024-01-14
2506,4332,IN,60,2023-06-06
2507,1689,OUT,89,2023-08-10
2508,378,IN,30,2024-04-12
2509,2529,OUT,9,2024-08-15
2510,1233,IN,70,2024-01-11
2511,1317,IN,32,2023-07-13
2512,4420,OUT,44,2023-11-18
2513,4256,OUT,9,2024-02-27
2514,3997,OUT,39,2023-09-07
2515,2871,IN,31,2024-08-03
2516,751,OUT,15,2024-11-24
2517,1113,IN,36,2024-11-13
2518,90,OUT,30,2023-02-01
2519,1732,IN,77,2023-08-14
2520,3462,IN,68,2024-01-05
2521,4952,OUT,85,2023-11-07
2522,4016,IN,46,2023-11-01
2523,1511,IN,99,2023-06-02
2524,429,IN,67,2024-10-25
2525,1881,IN,87,2024-06-09
2526,1244,OUT,82,2023-05-17
2527,52,OUT,66,2023-01-22
2528,721,OUT,44,2024-04-04
2529,1812,IN,65,2023-01-20
2530,4334,IN,45,2024-09-13
2531,1980,IN,33,2023-06-15
2532,3657,OUT,98,2023-05-18
2533,1423,OUT,65,2024-06-15
2534,4354,OUT,53,2023-05-14
2535,853,OUT,40,2024-04-07
2536,4951,OUT,96,2024-12-23
2537,2871,IN,10,2023-02-17
2538,3519,IN,40,2024-02-09
2539,3109,IN,41,2024-03-11
2540,2095,OUT,40,2024-06-24
2541,1807,OUT,43,2023-11-01
2542,1850,OUT,76,2023-08-31
2543,3575,OUT,79,2023-11-27
2544,216,OUT,34,2024-06-12
2545,2231,OUT,69,2024-05-24
2546,1235,IN,23,2024-08-26
2547,113,OUT,13,2023-12-11
2548,2941,IN,69,2023-12-27
2549,3554,OUT,34,2023-05-04
2550,3027,OUT,54,2024-10-29
2551,4555,IN,2,2023-12-06
2552,1463,OUT,8,2023-06-09
2553,2293,OUT,36,2024-06-14
2554,2888,IN,64,2024-05-01
2555,2619,IN,92,2024-11-24
2556,1817,OUT,34,2023-12-23
2557,4370,IN,9,2023-09-28
2558,544,OUT,43,2023-06-08
2559,3923,IN,25,2023-03-24
2560,3560,OUT,1,2023-06-15
2561,4907,OUT,47,2023-11-10
2562,3330,OUT,40,2024-07-10
2563,3350,OUT,76,2024-11-20
2564,4622,IN,17,2023-03-18
2565,4136,OUT,6,2024-02-05
2566,3579,OUT,10,2024-10-11
2567,2641,IN,34,2023-09-13
2568,4815,OUT,11,2024-06-09
2569,2024,OUT,23,2024-07-01
2570,24,OUT,7,2024-02-05
2571,453,IN,42,2024-12-09
2572,319,OUT,94,2023-05-22
2573,332,OUT,87,2024-07-30
2574,1346,OUT,68,2023-12-26
2575,68,IN,12,2023-02-17
2576,4283,OUT,10,2023-06-18
2577,504,IN,8,2023-05-31
2578,2407,OUT,72,2023-04-13
2579,749,IN,74,2023-04-07
2580,3655,IN,24,2024-11-01
2581,879,IN,63,2023-07-08
2582,4923,OUT,63,2024-07-17
2583,4240,OUT,38,2023-08-14
2584,3778,IN,50,2024-11-12
2585,4449,OUT,52,2024-12-12
2586,3547,IN,31,2024-12-13
2587,4747,IN,20,2024-07-23
2588,3628,OUT,9,2024-02-14
2589,3546,OUT,59,2023-03-23
2590,1705,OUT,19,2023-06-24
2591,3722,OUT,50,2023-10-31
2592,3420,IN,75,2024-02-20
2593,1135,IN,77,2024-08-19
2594,4283,IN,60,2023-08-12
2595,343,IN,89,2023-11-04
2596,1507,OUT,42,2023-02-12
2597,3450,IN,70,2024-04-11
2598,70,IN,57,2024-01-09
2599,4787,IN,57,2024-07-22
2600,3476,OUT,72,2023-01-24
2601,3161,OUT,32,2023-03-20
2602,3692,OUT,5,2024-05-18
2603,2821,IN,54,2024-11-01
2604,4278,OUT,57,2023-05-01
2605,3654,OUT,59,2023-10-10
2606,3059,OUT,4,2023-01-22
2607,2452,IN,96,2024-08-17
2608,3098,OUT,27,2024-07-15
2609,501,IN,4,2024-01-07
2610,4299,OUT,4,2023-05-28
2611,4530,IN,89,2024-04-04
2612,2909,IN,53,2024-06-15
2613,4583,IN,48,2023-01-02
2614,727,IN,65,2024-01-09
2615,888,OUT,28,2024-06-20
2616,3171,IN,52,2023-12-20
2617,4978,IN,28,2023-10-15
2618,1438,IN,2,2024-09-01
2619,4706,OUT,34,2024-06-20
2620,4438,IN,10,2024-06-14
2621,2002,IN,59,2024-11-20
2622,303,OUT,79,2023-03-11
2623,4029,IN,72,2023-06-05
2624,383,IN,30,2023-12-22
2625,2370,IN,17,2023-02-12
2626,3167,IN,47,2024-03-09
2627,2207,OUT,67,2023-10-19
2628,2539,OUT,20,2023-04-17
2629,3892,IN,93,2024-12-20
2630,2245,OUT,90,2024-05-20
2631,3840,OUT,79,2024-08-10
2632,4657,OUT,84,2024-10-12
2633,2188,IN,16,2024-12-31
2634,4248,OUT,61,2024-06-15
2635,1643,IN,43,2023-09-10
2636,4453,OUT,75,2024-06-12
2637,814,IN,18,2023-11-21
2638,2930,OUT,78,2024-03-27
2639,2964,IN,41,2023-04-06
2640,1271,IN,96,2024-05-02
2641,4582,OUT,47,2023-02-18
2642,2631,OUT,22,2023-05-17
2643,3149,OUT,55,2024-02-02
2644,2586,OUT,15,2023-04-03
2645,1632,OUT,93,2024-11-20
2646,1061,IN,93,2024-01-20
2647,3766,OUT,31,2024-02-04
2648,2165,OUT,43,2023-12-14
2649,2513,OUT,44,2023-02-07
2650,1331,IN,95,2023-08-14
2651,4975,OUT,83,2023-04-15
2652,2970,OUT,32,2023-08-11
2653,3492,OUT,36,2024-08-16
2654,2307,OUT,80,2024-06-12
2655,1933,IN,16,2023-01-22
2656,185,IN,29,2024-06-14
2657,1346,OUT,84,2024-08-21
2658,3390,IN,93,2024-07-21
2659,4878,IN,34,2023-11-05
2660,3236,OUT,83,2024-11-25
2661,640,OUT,91,2024-12-23
2662,4345,OUT,25,2023-02-28
2663,687,OUT,80,2023-09-21
2664,341,OUT,83,2023-03-11
2665,4699,OUT,89,2024-12-27
2666,3622,IN,24,2023-04-24
2667,1697,IN,22,2023-09-18
2668,3166,OUT,68,2023-05-08
2669,2697,IN,7,2024-09-02
2670,4905,OUT,32,2024-10-27
2671,3726,OUT,86,2023-12-30
2672,3595,IN,47,2024-06-09
2673,4275,IN,32,2024-04-08
2674,4362,IN,26,2023-05-21
2675,1262,OUT,94,2023-09-22
2676,4884,IN,68,2023-08-06
2677,2722,OUT,18,2024-07-24
2678,445,OUT,73,2023-10-22
2679,1366,IN,34,2023-05-16
2680,2603,OUT,37,2024-08-01
2681,1469,IN,91,2024-10-09
2682,18,OUT,15,2023-07-26
2683,4610,OUT,87,2024-06-16
2684,713,OUT,3,2023-08-16
2685,4041,OUT,18,2023-01-28
2686,637,OUT,62,2024-06-13
2687,3669,OUT,66,2024-02-22
2688,4199,IN,92,2023-03-17
2689,1332,OUT,21,2023-09-19
2690,115,IN,14,2023-04-25
2691,1455,IN,36,2023-03-16
2692,343,IN,41,2024-05-24
2693,4476,OUT,24,2023-01-19
2694,3273,OUT,79,2024-07-13
2695,2642,OUT,33,2023-07-13
2696,342,IN,80,2023-11-24
2697,2636,OUT,87,2023-09-14
2698,1327,OUT,15,2023-02-04
2699,1707,OUT,43,2024-12-26
2700,935,OUT,2,2024-05-16
2701,1894,OUT,10,2024-03-07
2702,567,OUT,22,2024-03-30
2703,4277,IN,71,2024-10-24
2704,2417,IN,2,2023-11-04
2705,1640,IN,51,2024-10-29
2706,1058,IN,65,2023-02-03
2707,2384,OUT,39,2023-12-27
2708,1822,OUT,12,2023-01-14
2709,1439,OUT,14,2024-01-17
2710,4967,OUT,63,2023-02-26
2711,4448,IN,87,2024-11-04
2712,2245,OUT,83,2023-08-29
2713,1510,OUT,6,2023-11-17
2714,2735,IN,54,2023-02-25
2715,2894,OUT,89,2023-05-03
2716,3261,OUT,13,2024-09-23
2717,572,IN,75,2024-08-09
2718,1824,IN,8,2024-04-08
2719,1741,IN,62,2023-07-24
2720,3785,OUT,13,2023-09-05
2721,2500,OUT,17,2023-11-08
2722,4242,OUT,91,2024-06-11
2723,2173,IN,40,2024-09-30
2724,4970,OUT,92,2024-09-24
2725,1155,OUT,41,2023-11-06
2726,2934,OUT,5,2024-12-03
2727,114,IN,34,2023-04-28
2728,1620,OUT,41,2024-07-29
2729,356,OUT,38,2024-03-01
2730,1447,OUT,97,2024-02-17
2731,994,IN,13,2024-03-23
2732,4160,OUT,97,2024-03-07
2733,1245,OUT,13,2023-11-19
2734,112,IN,43,2023-10-18
2735,1129,IN,32,2023-09-05
2736,1379,IN,17,2024-02-28
2737,2271,OUT,88,2023-09-23
2738,2160,IN,2,2023-12-18
2739,2828,OUT,62,2023-02-18
2740,783,IN,51,2023-07-26
2741,2827,IN,36,2023-12-08
2742,4070,IN,8,2024-07-14
2743,3058,IN,60,2024-01-24
2744,4934,OUT,85,2024-10-30
2745,4428,OUT,35,2024-12-23
2746,3683,OUT,51,2024-07-12
2747,667,IN,33,2023-07-13
2748,1649,OUT,9,2024-12-17
2749,469,OUT,71,2023-07-19
2750,2884,IN,58,2024-01-03
2751,1878,IN,16,2024-09-07
2752,2396,IN,39,2023-06-11
2753,224,OUT,26,2024-09-20
2754,952,IN,99,2024-01-18
2755,4221,IN,13,2024-04-08
2756,1901,IN,1,2023-11-17
2757,3084,OUT,25,2023-10-17
2758,4039,OUT,73,2024-01-24
2759,2343,IN,8,2023-03-19
2760,2701,IN,29,2024-01-27
2761,3201,OUT,40,2024-10-07
2762,733,IN,40,2023-02-21
2763,3509,OUT,74,2024-03-14
2764,1039,IN,82,2023-03-21
2765,134,OUT,93,2023-06-16
2766,2888,OUT,43,2024-02-28
2767,4524,IN,92,2024-07-21
2768,4328,IN,53,2024-11-29
2769,1680,OUT,86,2024-03-16
2770,865,IN,91,2023-10-07
2771,4943,OUT,12,2023-10-21
2772,1806,OUT,70,2024-02-11
2773,4174,OUT,6,2024-03-05
2774,2255,IN,70,2024-04-19
2775,3159,OUT,34,2024-08-05
2776,4686,IN,3,2024-06-09
2777,3851,OUT,72,2024-03-26
2778,1446,IN,86,2024-09-03
2779,495,OUT,73,2024-11-25
2780,846,OUT,7,2023-08-11
2781,1941,IN,6,2023-07-01
2782,2109,OUT,47,2024-12-06
2783,4276,IN,60,2024-08-11
2784,3036,OUT,58,2024-08-02
2785,2653,IN,74,2024-04-12
2786,2100,OUT,31,2023-12-13
2787,2516,IN,51,2023-05-21
2788,2089,IN,11,2023-01-06
2789,4824,IN,53,2024-08-02
2790,1314,OUT,5,2024-04-22
2791,2538,IN,56,2023-01-09
2792,3979,OUT,90,2023-02-05
2793,3136,OUT,14,2024-03-30
2794,2559,IN,34,2024-06-03
2795,19,OUT,43,2023-11-08
2796,1307,OUT,8,2024-10-31
2797,422,IN,60,2023-12-12
2798,254,IN,34,2024-01-31
2799,4923,OUT,40,2023-05-26
2800,2320,OUT,80,2024-02-01
2801,970,OUT,96,2023-08-04
2802,3629,OUT,95,2024-05-09
2803,2818,OUT,12,2024-06-14
2804,2502,IN,51,2024-02-04
2805,682,OUT,28,2024-06-12
2806,4372,IN,48,2024-12-08
2807,4795,IN,33,2023-07-26
2808,2209,IN,54,2024-08-25
2809,3124,IN,6,2023-01-11
2810,1251,IN,67,2023-11-22
2811,3832,IN,16,2024-01-27
2812,1023,IN,44,2023-09-04
2813,674,IN,62,2024-12-07
2814,2259,OUT,34,2023-09-21
2815,2770,OUT,94,2023-07-12
2816,4919,OUT,5,2024-04-21
2817,3837,OUT,53,2023-11-30
2818,4877,OUT,33,2023-10-07
2819,3047,OUT,55,2024-03-19
2820,3000,OUT,22,2023-03-04
2821,1625,OUT,92,2023-05-18
2822,1117,IN,19,2024-01-26
2823,2727,IN,89,2024-08-25
2824,1942,IN,98,2024-08-04
2825,4195,OUT,25,2023-01-24
2826,890,OUT,15,2023-09-28
2827,1805,OUT,35,2024-06-04
2828,4709,OUT,33,2023-03-06
2829,724,OUT,98,2023-06-06
2830,3601,IN,25,2024-11-30
2831,1476,IN,41,2024-09-15
2832,2101,OUT,20,2023-05-08
2833,4886,OUT,42,2024-06-14
2834,1525,IN,39,2024-02-13
2835,1195,OUT,11,2024-04-09
2836,1665,OUT,12,2024-12-30
2837,2766,IN,93,2023-11-02
2838,2962,IN,37,2024-12-16
2839,85,OUT,78,2023-03-21
2840,4213,OUT,25,2023-04-01
2841,1305,IN,15,2024-02-29
2842,3897,IN,88,2023-08-10
2843,2371,IN,19,2023-05-29
2844,2434,IN,26,2024-02-05
2845,1150,OUT,59,2023-07-19
2846,3760,OUT,89,2023-09-18
2847,3114,IN,1,2024-06-18
2848,2294,OUT,58,2024-02-05
2849,4670,IN,18,2024-03-02
2850,4518,IN,73,2024-08-13
2851,4116,OUT,37,2024-05-01
2852,2731,OUT,83,2023-09-29
2853,4867,OUT,20,2023-01-18
2854,54,IN,32,2023-05-30
2855,186,IN,48,2024-02-13
2856,3860,IN,36,2023-11-25
2857,4607,OUT,22,2024-11-25
2858,1323,IN,33,2024-02-16
2859,3290,OUT,78,2023-12-06
2860,3577,OUT,46,2024-08-23
2861,1497,OUT,55,2024-02-05
2862,795,IN,85,2024-08-27
2863,3769,OUT,61,2024-11-14
2864,2292,IN,7,2023-10-21
2865,2155,IN,5,2023-12-17
2866,1765,IN,66,2024-10-02
2867,649,IN,81,2023-07-28
2868,3914,IN,27,2024-05-10
2869,1576,IN,65,2023-05-06
2870,2550,OUT,31,2024-09-13
2871,2870,IN,69,2024-11-21
2872,4342,OUT,80,2023-10-09
2873,1657,OUT,2,2024-04-10
2874,1902,IN,1,2023-06-08
2875,4285,OUT,42,2023-10-06
2876,3266,OUT,85,2024-03-21
2877,2087,OUT,1,2024-02-20
2878,4760,OUT,67,2023-04-11
2879,2309,OUT,41,2023-11-17
2880,4825,OUT,88,2023-02-01
2881,3405,IN,1,2024-12-23
2882,4472,IN,2,2024-03-17
2883,329,IN,29,2023-09-17
2884,4150,OUT,12,2024-05-28
2885,3136,OUT,27,2023-11-05
2886,2474,IN,35,2024-06-01
2887,2929,IN,17,2023-05-14
2888,2829,IN,92,2023-08-23
2889,90,OUT,89,2023-05-11
2890,1191,OUT,45,2024-07-18
2891,4633,IN,57,2023-10-11
2892,2375,IN,52,2024-02-17
2893,1569,IN,83,2024-05-29
2894,2863,IN,63,2024-08-13
2895,2570,IN,71,2024-06-23
2896,4563,IN,7,2024-06-27
2897,2087,IN,96,2024-03-29
2898,1282,IN,23,2023-07-16
2899,1880,IN,75,2023-02-12
2900,3508,OUT,51,2024-05-11
2901,2856,IN,55,2023-05-24
2902,253,IN,8,2024-04-29
2903,3652,IN,54,2023-05-10
2904,3365,IN,9,2023-09-24
2905,4400,OUT,23,2024-03-13
2906,2915,IN,59,2023-03-28
2907,2924,OUT,11,2023-06-30
2908,2976,IN,59,2024-12-07
2909,583,OUT,35,2023-01-20
2910,293,IN,86,2024-04-02
2911,1861,IN,30,2024-01-11
2912,4104,IN,95,2024-07-21
2913,5000,OUT,2,2023-04-20
2914,4439,IN,83,2023-06-02
2915,3744,OUT,87,2023-10-25
2916,1556,OUT,27,2024-10-09
2917,4096,OUT,88,2024-08-14
2918,4273,OUT,31,2023-02-01
2919,4460,IN,6,2023-05-18
2920,1038,IN,55,2024-01-03
2921,3720,OUT,84,2023-02-25
2922,4171,IN,73,2023-01-07
2923,515,OUT,67,2023-06-24
2924,1731,IN,61,2023-04-26
2925,4521,OUT,6,2023-04-01
2926,35,OUT,18,2024-10-05
2927,2287,IN,63,2023-10-04
2928,960,OUT,28,2023-03-15
2929,405,IN,95,2024-04-26
2930,713,OUT,25,2024-12-03
2931,2760,IN,1,2023-02-21
2932,2877,IN,11,2023-11-10
2933,1449,IN,81,2023-10-08
2934,4482,OUT,88,2024-02-21
2935,3639,IN,16,2023-09-21
2936,3259,IN,61,2024-08-23
2937,1223,IN,28,2023-03-26
2938,401,OUT,45,2024-07-10
2939,2434,IN,83,2024-07-08
2940,2470,IN,91,2024-08-01
2941,3098,OUT,12,2023-11-12
2942,2334,OUT,17,2024-07-15
2943,4903,IN,25,2023-11-26
2944,2598,OUT,3,2023-03-25
2945,1351,OUT,98,2023-02-19
2946,1102,IN,22,2023-07-02
2947,2182,IN,20,2023-02-01
2948,4077,IN,81,2024-06-05
2949,608,IN,63,2024-12-26
2950,2956,IN,28,2023-09-08
2951,4765,OUT,33,2024-06-29
2952,2984,IN,56,2023-10-09
2953,3486,OUT,73,2023-12-31
2954,1752,OUT,35,2024-01-21
2955,126,IN,14,2023-06-27
2956,3563,IN,67,2023-08-04
2957,2768,OUT,89,2023-01-18
2958,862,IN,73,2023-11-23
2959,2940,OUT,74,2023-05-13
2960,870,OUT,31,2024-01-08
2961,248,IN,63,2024-07-17
2962,4176,OUT,26,2024-10-22
2963,2423,OUT,85,2024-02-12
2964,2130,IN,52,2024-06-26
2965,3160,IN,12,2023-01-28
2966,4895,OUT,57,2024-04-24
2967,131,IN,1,2023-09-02
2968,1818,IN,40,2023-03-21
2969,2052,IN,27,2024-03-16
2970,385,IN,93,2024-02-26
2971,1731,IN,89,2024-07-01
2972,2765,IN,26,2024-05-30
2973,660,IN,61,2024-04-09
2974,1810,IN,38,2023-04-24
2975,1905,OUT,4,2023-02-26
2976,4146,IN,9,2023-12-30
2977,2691,OUT,59,2023-07-14
2978,1593,IN,96,2023-12-12
2979,223,IN,86,2024-05-24
2980,1555,OUT,77,2024-09-22
2981,2800,OUT,6,2023-07-26
2982,3468,OUT,95,2024-01-03
2983,3261,IN,58,2024-09-10
2984,2619,OUT,67,2023-02-01
2985,2081,OUT,87,2024-03-09
2986,4732,IN,46,2023-05-19
2987,164,IN,63,2023-05-25
2988,415,IN,57,2024-03-07
2989,2404,IN,50,2024-02-12
2990,2334,OUT,87,2023-01-01
2991,1408,IN,68,2024-01-05
2992,3099,IN,47,2023-11-12
2993,2593,OUT,31,2023-01-24
2994,1096,IN,38,2024-10-22
2995,2815,IN,51,2023-02-14
2996,3332,IN,24,2023-06-08
2997,2402,OUT,12,2024-08-04
2998,594,IN,18,2023-12-05
2999,2573,IN,71,2023-05-28
3000,13,OUT,89,2023-03-13
3001,4961,OUT,93,2023-10-07
3002,4332,OUT,22,2023-02-12
3003,4849,IN,60,2023-10-25
3004,3528,OUT,75,2024-04-30
3005,2689,OUT,79,2024-07-30
3006,1844,IN,58,2023-07-13
3007,4497,OUT,72,2023-09-13
3008,2118,IN,41,2024-12-16
3009,2456,IN,54,2023-12-11
3010,3420,OUT,10,2024-07-15
3011,3026,OUT,75,2023-09-25
3012,3061,IN,18,2023-06-23
3013,3435,IN,96,2023-04-01
3014,2821,OUT,80,2023-05-28
3015,2337,OUT,57,2023-12-04
3016,3670,OUT,84,2023-09-16
3017,4612,IN,24,2023-07-30
3018,1105,IN,84,2023-04-01
3019,2830,IN,46,2024-10-25
3020,2804,IN,66,2023-04-21
3021,1162,IN,35,2024-03-15
3022,2453,IN,74,2024-12-14
3023,2064,IN,99,2023-12-18
3024,3242,OUT,4,2023-10-23
3025,2478,OUT,37,2024-09-03
3026,1709,IN,57,2024-05-25
3027,1308,IN,63,2023-03-14
3028,3221,IN,46,2023-02-10
3029,4364,IN,52,2023-05-24
3030,4833,IN,9,2023-05-18
3031,1894,OUT,90,2023-02-22
3032,1321,IN,21,2023-07-24
3033,2588,IN,90,2023-08-17
3034,612,OUT,70,2023-04-09
3035,2323,IN,12,2023-01-14
3036,2793,OUT,67,2023-09-18
3037,3577,OUT,18,2023-11-26
3038,3635,IN,73,2023-04-07
3039,2953,OUT,42,2024-08-13
3040,599,IN,64,2023-07-14
3041,1152,IN,32,2024-10-14
3042,3548,IN,2,2024-08-11
3043,4055,OUT,46,2023-01-28
3044,2592,OUT,74,2024-08-11
3045,1099,OUT,60,2023-10-09
3046,14,IN,19,2023-01-08
3047,4162,IN,7,2023-09-16
3048,4980,OUT,55,2023-07-13
3049,2817,IN,90,2024-11-12
3050,3949,IN,2,2024-08-13
3051,1786,OUT,29,2023-09-04
3052,713,IN,2,2024-04-02
3053,4802,IN,35,2024-11-23
3054,133,IN,90,2024-11-12
3055,812,IN,86,2024-03-24
3056,4920,OUT,60,2024-02-07
3057,3571,IN,48,2024-10-21
3058,3134,IN,5,2023-08-26
3059,3836,OUT,56,2023-04-30
3060,3248,IN,88,2023-02-07
3061,4815,IN,98,2024-07-26
3062,1396,OUT,68,2023-11-20
3063,308,IN,1,2024-12-20
3064,4614,IN,25,2024-12-01
3065,1062,IN,52,2023-06-14
3066,4176,OUT,69,2024-03-27
3067,4356,IN,34,2024-05-05
3068,4655,IN,82,2024-08-06
3069,2988,OUT,37,2023-05-20
3070,2473,IN,12,2023-10-24
3071,3808,OUT,14,2023-08-08
3072,4829,IN,50,2023-12-15
3073,2474,IN,78,2023-12-16
3074,547,IN,44,2024-03-14
3075,1622,OUT,9,2023-12-01
3076,2907,IN,68,2023-09-06
3077,2896,IN,42,2024-11-04
3078,798,OUT,83,2024-02-13
3079,1541,OUT,23,2024-12-02
3080,3690,IN,93,2023-11-27
3081,3909,OUT,73,2024-07-16
3082,1247,IN,89,2023-11-19
3083,1366,IN,17,2023-09-17
3084,2906,OUT,70,2024-06-09
3085,1523,OUT,51,2024-08-01
3086,984,IN,12,2023-04-06
3087,1227,IN,88,2024-02-10
3088,2504,OUT,58,2024-04-09
3089,2274,IN,91,2023-03-21
3090,2684,OUT,15,2023-05-08
3091,509,IN,2,2024-11-07
3092,1517,IN,56,2024-03-13
3093,4214,OUT,33,2023-08-08
3094,4513,OUT,62,2024-07-18
3095,4296,OUT,48,2023-08-26
3096,325,OUT,67,2023-03-18
3097,3215,IN,49,2024-02-17
3098,2440,OUT,55,2024-02-21
3099,1625,IN,13,2024-05-18
3100,905,OUT,1,2023-05-07
3101,3130,OUT,55,2023-09-18
3102,2957,IN,29,2023-10-16
3103,1652,OUT,18,2024-03-21
3104,1720,OUT,76,2024-11-23
3105,3675,OUT,21,2024-04-15
3106,1067,IN,83,2024-04-27
3107,4440,IN,33,2024-02-02
3108,2443,OUT,62,2024-06-17
3109,1946,OUT,54,2024-03-21
3110,217,IN,40,2024-07-04
3111,746,OUT,46,2023-03-17
3112,1869,OUT,22,2023-10-06
3113,4808,OUT,30,2023-02-26
3114,407,OUT,39,2023-07-02
3115,3064,IN,97,2023-09-04
3116,2705,OUT,69,2024-04-20
3117,2090,IN,62,2024-07-25
3118,867,OUT,17,2023-08-08
3119,2990,IN,74,2024-12-20
3120,2816,IN,88,2023-05-26
3121,1248,IN,83,2023-05-17
3122,2345,IN,63,2024-09-20
3123,4443,IN,31,2023-09-18
3124,1188,IN,54,2023-11-06
3125,1872,IN,65,2024-01-23
3126,949,OUT,37,2024-09-19
3127,331,OUT,75,2023-08-17
3128,4319,OUT,7,2023-04-14
3129,572,OUT,62,2023-10-11
3130,1844,OUT,27,2024-06-27
3131,545,IN,22,2024-10-08
3132,2775,IN,60,2024-02-16
3133,3536,IN,73,2024-03-20
3134,1512,OUT,43,2024-11-08
3135,4484,OUT,19,2024-06-07
3136,4818,IN,10,2024-07-07
3137,140,IN,34,2024-08-18
3138,1917,IN,67,2024-05-17
3139,1446,OUT,18,2024-01-18
3140,64,OUT,39,2023-07-16
3141,2068,IN,40,2023-07-10
3142,4223,IN,5,2023-05-03
3143,4570,IN,29,2024-01-02
3144,926,IN,7,2024-09-18
3145,3197,IN,50,2024-11-07
3146,1655,OUT,88,2024-10-07
3147,527,OUT,43,2023-10-19
3148,1217,OUT,59,2024-04-14
3149,2723,OUT,2,2023-03-14
3150,701,IN,51,2024-08-18
3151,2233,IN,1,2023-04-28
3152,25,OUT,47,2024-03-31
3153,269,IN,19,2024-01-01
3154,3065,OUT,35,2023-01-07
3155,418,OUT,2,2024-06-05
3156,311,IN,35,2023-02-02
3157,3085,IN,57,2024-01-02
3158,4367,IN,81,2024-11-14
3159,1497,OUT,49,2023-02-15
3160,653,OUT,41,2023-03-10
3161,2991,OUT,54,2023-11-24
3162,2580,IN,39,2023-10-24
3163,3561,OUT,98,2023-04-19
3164,145,OUT,33,2024-05-12
3165,2374,IN,3,2024-03-26
3166,801,IN,53,2023-05-20
3167,3495,OUT,5,2024-01-04
3168,2692,IN,25,2023-12-08
3169,428,IN,25,2023-01-05
3170,1941,OUT,85,2024-06-09
3171,429,OUT,7,2024-05-15
3172,439,OUT,87,2023-11-13
3173,1259,OUT,97,2024-12-25
3174,2937,IN,80,2023-10-25
3175,1220,IN,75,2024-12-26
3176,2403,OUT,34,2023-10-22
3177,2912,IN,21,2024-02-24
3178,1579,OUT,48,2023-10-26
3179,3960,IN,40,2024-11-08
3180,471,IN,39,2023-07-28
3181,827,IN,84,2023-10-01
3182,2920,OUT,48,2023-06-19
3183,2312,OUT,55,2024-04-17
3184,2779,OUT,57,2024-06-20
3185,2880,OUT,29,2024-01-18
3186,3814,IN,35,2024-06-24
3187,705,OUT,28,2023-11-23
3188,548,OUT,71,2023-10-24
3189,2074,OUT,7,2023-02-17
3190,4342,IN,41,2023-06-26
3191,2255,OUT,9,2023-04-24
3192,821,IN,81,2023-01-03
3193,1496,OUT,69,2023-06-20
3194,2915,OUT,1,2023-01-09
3195,3005,OUT,21,2024-02-22
3196,2995,IN,24,2023-01-22
3197,1605,OUT,29,2023-03-01
3198,1926,IN,34,2024-10-04
3199,761,IN,56,2023-11-06
3200,2894,OUT,26,2023-12-16
3201,3716,IN,6,2024-04-05
3202,96,OUT,60,2023-02-28
3203,3996,IN,23,2023-07-04
3204,4833,IN,97,2023-07-15
3205,334,IN,36,2023-07-27
3206,1121,OUT,38,2023-07-25
3207,2858,IN,92,2024-09-26
3208,3881,IN,71,2023-09-10
3209,114,IN,22,2024-01-27
3210,4371,IN,39,2023-05-08
3211,3104,IN,55,2023-07-02
3212,3426,IN,47,2024-04-01
3213,4321,OUT,54,2024-06-21
3214,1802,IN,96,2024-06-29
3215,14,IN,15,2023-06-27
3216,2518,IN,79,2023-10-23
3217,1691,IN,95,2024-12-15
3218,2450,IN,48,2024-03-22
3219,1506,OUT,77,2023-09-03
3220,4655,OUT,59,2023-02-05
3221,1460,OUT,79,2023-03-09
3222,4640,IN,51,2024-12-26
3223,4266,IN,51,2024-08-11
3224,2546,OUT,96,2024-11-04
3225,2303,OUT,86,2023-03-16
3226,2951,OUT,95,2024-12-04
3227,4592,IN,59,2024-05-01
3228,2912,OUT,47,2024-06-09
3229,2789,OUT,62,2023-06-07
