product_id,product_name,brand,category,unit_cost,unit_price
1112,thought sure,DEWALT,Power Tools,100.07,136.89
1113,news color,PORTER CABLE,Outdoor,46.75,216.48
1114,behind rock,BLACK+DECKER,Outdoor,17.33,231.77
1115,heart you,DEWALT,Power Tools,42.34,238.39
1116,stand any,BLACK+DECKER,Accessories,122.27,153.81
1117,boy far,BOSTITCH,Hand Tools,129.21,140.37
1118,method station,CRAFTSMAN,Hand Tools,77.63,23.09
1119,likely thank,PORTER CABLE,Accessories,68.25,279.44
1120,necessary specific,BOSTITCH,Accessories,146.9,188.93
1121,great man,DEWALT,Accessories,38.08,76.88
1122,authority record,DEWALT,Accessories,40.15,277.49
1123,trial garden,DEWALT,Accessories,50.86,276.18
1124,next billion,DEWALT,Accessories,34.19,296.97
1125,thus especially,DEWALT,Hand Tools,63.11,264.74
1126,deep would,BLACK+DECKER,Accessories,137.52,299.38
1127,name step,BOSTITCH,Power Tools,96.15,88.51
1128,wall from,PORTER CABLE,Accessories,67.67,255.83
1129,remain clearly,CRAFTSMAN,Accessories,140.82,250.45
1130,minute ahead,CRAFTSMAN,Hand Tools,16.78,84.66
1131,than my,BOSTITCH,Hand Tools,39.44,47.56
1132,fund under,BOSTITCH,Accessories,89.22,294.24
1133,operation chance,CRAFTSMAN,Hand Tools,96.18,102.89
1134,official both,CRAFTSMAN,Outdoor,15.54,263.85
1135,center official,BLACK+DECKER,Hand Tools,66.43,21.16
1136,arm range,STANLEY,Hand Tools,100.88,25.89
1137,network responsibility,PORTER CABLE,Hand Tools,107.73,150.44
1138,accept letter,DEWALT,Hand Tools,99.34,86.84
1139,include machine,STANLEY,Power Tools,54.88,213.16
1140,situation them,BOSTITCH,Power Tools,23.09,178.36
1141,ever either,CRAFTSMAN,Power Tools,69.8,41.7
1142,instead compare,STANLEY,Accessories,28.03,65.54
1143,oil ability,PORTER CABLE,Accessories,142.67,128.65
1144,shake war,BOSTITCH,Outdoor,76.52,71.97
1145,realize issue,DEWALT,Power Tools,54.42,241.82
1146,forward option,DEWALT,Accessories,117.28,136.5
1147,collection through,PORTER CABLE,Hand Tools,79.71,46.16
1148,impact life,PORTER CABLE,Hand Tools,53.4,155.62
1149,carry although,CRAFTSMAN,Power Tools,123.68,45.43
1150,cover training,DEWALT,Outdoor,131.4,56.1
1151,decision understand,BOSTITCH,Outdoor,104.22,87.09
1152,later bad,STANLEY,Hand Tools,16.58,260.67
1153,political trip,BOSTITCH,Outdoor,89.29,278.89
1154,condition word,BLACK+DECKER,Power Tools,116.86,251.35
1155,manager concern,BLACK+DECKER,Hand Tools,29.11,113.54
1156,of great,PORTER CABLE,Accessories,42.01,96.29
1157,lead benefit,CRAFTSMAN,Accessories,133.55,173.76
1158,green rich,BLACK+DECKER,Outdoor,12.82,222.12
1159,part pull,DEWALT,Hand Tools,115.38,298.14
1160,sound already,BOSTITCH,Hand Tools,76.33,56.84
1161,challenge long,BOSTITCH,Accessories,72.55,33.8
1162,now former,PORTER CABLE,Hand Tools,10.99,214.42
1163,without mouth,STANLEY,Hand Tools,124.72,253.02
1164,everybody discover,PORTER CABLE,Hand Tools,60.38,256.98
1165,specific these,STANLEY,Outdoor,85.71,209.97
1166,data pattern,PORTER CABLE,Hand Tools,104.82,287.12
1167,research everything,PORTER CABLE,Power Tools,108.37,163.08
1168,party late,PORTER CABLE,Outdoor,143.84,275.87
1169,start around,STANLEY,Hand Tools,84.39,290.99
1170,office read,STANLEY,Hand Tools,65.96,257.2
1171,before green,PORTER CABLE,Power Tools,143.52,106.73
1172,old again,BLACK+DECKER,Outdoor,99.9,74.94
1173,information her,CRAFTSMAN,Accessories,51.74,173.47
1174,down not,CRAFTSMAN,Accessories,27.7,146.84
1175,agent front,CRAFTSMAN,Outdoor,127.96,265.77
1176,serious sell,STANLEY,Hand Tools,60.71,48.01
1177,world feel,STANLEY,Hand Tools,102.47,92.17
1178,respond light,BLACK+DECKER,Accessories,75.91,230.5
1179,interesting poor,CRAFTSMAN,Accessories,37.85,46.6
1180,live cold,CRAFTSMAN,Accessories,94.24,109.81
1181,difference hard,PORTER CABLE,Power Tools,18.5,128.4
1182,truth floor,STANLEY,Accessories,67.87,194.33
1183,important lay,CRAFTSMAN,Power Tools,86.53,64.28
1184,answer buy,BOSTITCH,Outdoor,71.05,260.97
1185,matter tough,BLACK+DECKER,Hand Tools,114.81,145.31
1186,agree no,BOSTITCH,Accessories,125.91,276.77
1187,poor democratic,BOSTITCH,Hand Tools,117.97,151.0
1188,than child,BLACK+DECKER,Hand Tools,15.43,97.01
1189,seat investment,BOSTITCH,Accessories,37.18,59.71
1190,commercial paper,CRAFTSMAN,Accessories,85.13,21.05
1191,hear sing,STANLEY,Outdoor,140.88,169.0
1192,either hour,BLACK+DECKER,Power Tools,126.89,50.0
1193,difficult though,PORTER CABLE,Power Tools,127.95,129.68
1194,choice single,BOSTITCH,Hand Tools,52.45,185.0
1195,consumer travel,BLACK+DECKER,Accessories,70.12,97.19
1196,stage practice,DEWALT,Outdoor,75.9,69.06
1197,side third,DEWALT,Outdoor,32.03,236.92
1198,film this,STANLEY,Outdoor,14.35,285.1
1199,good simple,CRAFTSMAN,Outdoor,142.57,48.12
1200,fund want,STANLEY,Outdoor,43.7,63.57
1201,because mention,STANLEY,Power Tools,43.59,288.8
1202,since cell,STANLEY,Power Tools,21.67,30.58
1203,that somebody,STANLEY,Power Tools,139.99,293.74
1204,instead it,PORTER CABLE,Accessories,91.16,21.3
1205,exist everyone,PORTER CABLE,Hand Tools,103.39,264.63
1206,film doctor,BLACK+DECKER,Outdoor,137.62,106.05
1207,reach win,DEWALT,Accessories,58.39,282.8
1208,loss play,STANLEY,Outdoor,97.01,108.74
1209,discuss American,BLACK+DECKER,Power Tools,15.43,203.21
1210,authority enjoy,DEWALT,Accessories,36.15,42.41
1211,radio over,BOSTITCH,Power Tools,126.37,87.85
1212,toward upon,CRAFTSMAN,Outdoor,117.35,236.63
1213,whose human,PORTER CABLE,Outdoor,59.09,168.03
1214,person buy,BOSTITCH,Hand Tools,62.75,279.83
1215,actually meeting,DEWALT,Outdoor,84.7,140.05
1216,staff record,BOSTITCH,Power Tools,10.03,263.55
1217,room building,CRAFTSMAN,Outdoor,43.77,145.71
1218,foreign rich,DEWALT,Hand Tools,39.15,294.19
1219,treatment usually,BOSTITCH,Hand Tools,45.07,288.75
1220,create become,PORTER CABLE,Power Tools,122.83,112.16
1221,reveal language,PORTER CABLE,Accessories,49.15,268.06
1222,act our,BLACK+DECKER,Outdoor,36.81,257.33
1223,man game,BOSTITCH,Hand Tools,80.6,78.99
1224,perhaps at,STANLEY,Outdoor,131.19,194.8
1225,yeah agree,BOSTITCH,Outdoor,43.79,40.35
1226,still require,DEWALT,Accessories,21.0,254.28
1227,quite similar,DEWALT,Hand Tools,59.9,68.87
1228,know maybe,BOSTITCH,Outdoor,114.67,39.83
1229,financial seem,CRAFTSMAN,Hand Tools,87.1,132.06
1230,recognize moment,PORTER CABLE,Power Tools,124.35,181.54
1231,property art,DEWALT,Power Tools,144.34,259.38
1232,recognize sense,PORTER CABLE,Outdoor,120.97,292.79
1233,half officer,DEWALT,Hand Tools,94.53,143.06
1234,floor prepare,BLACK+DECKER,Outdoor,79.07,36.93
1235,local case,STANLEY,Hand Tools,15.61,229.75
1236,among black,DEWALT,Hand Tools,147.81,178.25
1237,then available,PORTER CABLE,Accessories,63.69,145.41
1238,family leader,BLACK+DECKER,Accessories,31.31,106.6
1239,nature character,DEWALT,Accessories,103.34,160.67
1240,ever class,CRAFTSMAN,Outdoor,49.8,114.83
1241,second buy,STANLEY,Accessories,92.01,231.96
1242,increase compare,DEWALT,Accessories,92.15,172.29
1243,thing prove,BLACK+DECKER,Power Tools,72.4,265.52
1244,door discover,CRAFTSMAN,Hand Tools,127.06,172.19
1245,fall national,BOSTITCH,Hand Tools,47.1,86.71
1246,against effect,BLACK+DECKER,Accessories,72.81,258.31
1247,establish agreement,BLACK+DECKER,Hand Tools,85.28,176.02
1248,education on,CRAFTSMAN,Power Tools,102.91,77.92
1249,born kid,BLACK+DECKER,Power Tools,119.76,194.58
1250,work art,CRAFTSMAN,Accessories,65.27,120.16
1251,matter draw,DEWALT,Power Tools,100.45,256.43
1252,four to,CRAFTSMAN,Hand Tools,31.09,146.92
1253,pretty establish,CRAFTSMAN,Outdoor,140.57,223.4
1254,research foot,STANLEY,Hand Tools,63.63,46.75
1255,few wear,CRAFTSMAN,Outdoor,112.13,130.89
1256,impact cause,CRAFTSMAN,Accessories,12.85,295.31
1257,result successful,BOSTITCH,Outdoor,38.73,246.37
1258,several that,DEWALT,Power Tools,78.19,64.78
1259,training choose,STANLEY,Hand Tools,132.96,97.77
1260,man bar,BOSTITCH,Outdoor,83.82,112.35
1261,yourself travel,PORTER CABLE,Hand Tools,140.18,202.1
1262,meet and,DEWALT,Accessories,77.73,231.96
1263,almost family,DEWALT,Accessories,78.66,229.87
1264,before home,PORTER CABLE,Power Tools,26.76,162.76
1265,three address,CRAFTSMAN,Accessories,122.37,247.03
1266,trouble behavior,BOSTITCH,Outdoor,44.58,142.38
1267,not travel,BLACK+DECKER,Accessories,135.95,54.69
1268,pressure high,STANLEY,Power Tools,137.52,178.04
1269,season good,BLACK+DECKER,Hand Tools,142.06,286.64
1270,pick treatment,PORTER CABLE,Hand Tools,82.83,242.04
1271,management remain,DEWALT,Accessories,104.79,182.04
1272,minute same,DEWALT,Outdoor,118.99,201.11
1273,position clearly,STANLEY,Power Tools,28.34,280.56
1274,get story,DEWALT,Outdoor,94.13,139.94
1275,decade interesting,DEWALT,Power Tools,14.8,112.79
1276,door improve,STANLEY,Accessories,79.66,293.63
1277,deal begin,BOSTITCH,Power Tools,31.68,261.76
1278,use west,BOSTITCH,Power Tools,35.61,110.45
1279,middle scene,STANLEY,Accessories,61.11,149.86
1280,ok analysis,PORTER CABLE,Outdoor,70.54,136.22
1281,tend dark,DEWALT,Accessories,97.24,61.75
1282,fine deep,DEWALT,Power Tools,20.42,288.19
1283,room he,PORTER CABLE,Accessories,80.52,133.21
1284,southern subject,BOSTITCH,Power Tools,35.57,265.09
1285,black may,CRAFTSMAN,Accessories,90.36,73.02
1286,answer raise,CRAFTSMAN,Hand Tools,99.24,173.4
1287,clear bring,CRAFTSMAN,Hand Tools,87.94,26.71
1288,rich national,BOSTITCH,Accessories,113.36,233.98
1289,former machine,BOSTITCH,Outdoor,56.99,182.66
1290,letter suffer,PORTER CABLE,Power Tools,117.11,195.17
1291,process concern,DEWALT,Hand Tools,70.59,34.48
1292,here talk,PORTER CABLE,Outdoor,77.79,79.09
1293,push red,PORTER CABLE,Power Tools,100.73,40.81
1294,better budget,BOSTITCH,Hand Tools,12.57,100.9
1295,card parent,CRAFTSMAN,Hand Tools,101.56,195.68
1296,wish voice,BLACK+DECKER,Accessories,96.6,178.53
1297,involve most,DEWALT,Power Tools,53.38,191.4
1298,dream operation,BOSTITCH,Outdoor,22.01,173.79
1299,piece foreign,CRAFTSMAN,Outdoor,22.73,96.45
1300,room day,BLACK+DECKER,Outdoor,139.25,88.46
1301,share cause,BLACK+DECKER,Power Tools,106.5,58.38
1302,write course,BOSTITCH,Outdoor,27.79,257.74
1303,woman issue,STANLEY,Outdoor,59.94,192.61
1304,around experience,DEWALT,Outdoor,92.95,72.22
1305,everyone kitchen,BLACK+DECKER,Accessories,126.98,69.62
1306,maintain event,BOSTITCH,Accessories,16.11,264.45
1307,child important,BOSTITCH,Power Tools,43.13,227.96
1308,hour find,CRAFTSMAN,Power Tools,134.56,204.63
1309,us bring,STANLEY,Outdoor,11.28,133.92
1310,on relationship,DEWALT,Accessories,38.2,93.35
1311,couple yes,PORTER CABLE,Hand Tools,144.26,294.25
1312,stock blood,CRAFTSMAN,Hand Tools,95.88,243.23
1313,boy value,BLACK+DECKER,Outdoor,46.63,104.5
1314,sport animal,BLACK+DECKER,Outdoor,19.38,257.32
1315,quality city,CRAFTSMAN,Accessories,13.95,232.5
1316,city movement,BOSTITCH,Accessories,44.26,103.18
1317,long bar,BLACK+DECKER,Accessories,133.41,139.43
1318,then large,STANLEY,Power Tools,68.23,72.07
1319,rock gas,DEWALT,Power Tools,110.85,51.09
1320,produce forward,STANLEY,Outdoor,138.56,222.37
1321,range can,BLACK+DECKER,Power Tools,67.13,94.9
1322,during federal,PORTER CABLE,Accessories,36.78,249.62
1323,pass account,DEWALT,Accessories,82.4,298.77
1324,economy probably,DEWALT,Power Tools,137.13,41.45
1325,why above,CRAFTSMAN,Hand Tools,122.61,152.45
1326,fish throughout,CRAFTSMAN,Outdoor,19.22,244.58
1327,indicate record,PORTER CABLE,Hand Tools,106.96,240.91
1328,myself grow,BOSTITCH,Outdoor,90.07,232.8
1329,nor from,DEWALT,Hand Tools,137.04,117.72
1330,Democrat small,PORTER CABLE,Power Tools,27.15,147.08
1331,improve art,CRAFTSMAN,Outdoor,84.77,186.59
1332,risk guess,CRAFTSMAN,Outdoor,133.12,292.7
1333,consumer institution,DEWALT,Outdoor,67.4,111.71
1334,market present,STANLEY,Accessories,77.48,278.48
1335,model way,BLACK+DECKER,Accessories,19.86,95.42
1336,seat project,CRAFTSMAN,Hand Tools,48.94,296.94
1337,learn edge,BOSTITCH,Power Tools,55.43,207.67
1338,science beat,BOSTITCH,Accessories,142.32,149.78
1339,age few,CRAFTSMAN,Outdoor,49.57,191.75
1340,certainly picture,STANLEY,Accessories,74.52,96.31
1341,assume drive,STANLEY,Power Tools,103.98,96.77
1342,everybody ok,PORTER CABLE,Accessories,32.71,51.8
1343,standard last,BOSTITCH,Outdoor,78.1,51.93
1344,indeed defense,PORTER CABLE,Hand Tools,113.4,117.35
1345,size stop,BOSTITCH,Outdoor,131.36,233.6
1346,allow than,BLACK+DECKER,Power Tools,97.68,190.23
1347,billion thank,BLACK+DECKER,Hand Tools,103.67,48.72
1348,action room,DEWALT,Accessories,27.68,258.63
1349,citizen through,PORTER CABLE,Accessories,142.41,188.38
1350,fly serious,CRAFTSMAN,Accessories,28.56,289.04
1351,senior Mrs,PORTER CABLE,Hand Tools,118.45,207.65
1352,factor hit,CRAFTSMAN,Outdoor,47.07,69.05
1353,hear could,STANLEY,Hand Tools,140.7,152.66
1354,whatever almost,PORTER CABLE,Hand Tools,110.79,201.58
1355,thousand brother,STANLEY,Power Tools,115.53,27.91
1356,eight program,BLACK+DECKER,Hand Tools,40.67,24.17
1357,try voice,BLACK+DECKER,Accessories,72.03,56.23
1358,crime full,DEWALT,Outdoor,96.49,90.47
1359,long rock,PORTER CABLE,Outdoor,117.8,140.27
1360,media knowledge,STANLEY,Outdoor,24.55,156.48
1361,matter computer,CRAFTSMAN,Accessories,144.73,58.65
1362,trade body,BLACK+DECKER,Accessories,134.63,208.55
1363,member poor,BLACK+DECKER,Accessories,47.85,186.92
1364,candidate sell,CRAFTSMAN,Accessories,125.19,102.45
1365,he enjoy,STANLEY,Accessories,82.57,23.82
1366,economy agency,STANLEY,Hand Tools,74.65,41.74
1367,air structure,PORTER CABLE,Accessories,54.02,129.67
1368,foreign thing,PORTER CABLE,Accessories,91.34,63.11
1369,three a,BOSTITCH,Accessories,112.18,125.51
1370,least kid,BOSTITCH,Accessories,67.53,195.89
1371,build much,DEWALT,Outdoor,98.09,173.23
1372,raise either,BLACK+DECKER,Accessories,107.9,84.73
1373,term part,PORTER CABLE,Hand Tools,109.56,116.27
1374,whom hundred,STANLEY,Hand Tools,17.28,191.93
1375,oil minute,CRAFTSMAN,Hand Tools,130.36,261.04
1376,beautiful realize,STANLEY,Power Tools,74.16,230.9
1377,nor course,BLACK+DECKER,Outdoor,46.74,174.95
1378,car threat,BOSTITCH,Accessories,43.85,121.44
1379,receive this,STANLEY,Power Tools,77.62,122.21
1380,exist type,DEWALT,Accessories,134.16,266.24
1381,hot land,BLACK+DECKER,Power Tools,62.97,30.99
1382,since now,BOSTITCH,Power Tools,114.96,296.64
1383,economic close,CRAFTSMAN,Hand Tools,23.55,206.03
1384,sister else,BOSTITCH,Hand Tools,76.65,210.72
1385,whole they,DEWALT,Power Tools,148.84,30.64
1386,moment future,BLACK+DECKER,Hand Tools,117.86,189.55
1387,discuss sign,CRAFTSMAN,Power Tools,39.47,155.74
1388,share current,DEWALT,Outdoor,80.2,49.62
1389,answer effect,BOSTITCH,Hand Tools,42.71,97.82
1390,fear everyone,DEWALT,Hand Tools,67.34,269.29
1391,community both,BLACK+DECKER,Hand Tools,119.21,174.0
1392,name move,PORTER CABLE,Outdoor,117.97,135.76
1393,sister stay,DEWALT,Power Tools,41.93,40.35
1394,enter new,DEWALT,Accessories,139.11,219.95
1395,message they,BOSTITCH,Hand Tools,92.96,216.8
1396,last pressure,BOSTITCH,Power Tools,63.19,191.93
1397,understand thank,CRAFTSMAN,Outdoor,80.27,162.87
1398,night would,BOSTITCH,Accessories,94.71,141.46
1399,image six,STANLEY,Hand Tools,88.38,186.12
1400,eight series,BLACK+DECKER,Outdoor,78.1,85.35
1401,customer yes,BLACK+DECKER,Outdoor,80.69,283.55
1402,store understand,PORTER CABLE,Accessories,34.7,184.86
1403,man live,PORTER CABLE,Power Tools,123.78,107.13
1404,it back,BLACK+DECKER,Hand Tools,85.85,145.91
1405,science memory,PORTER CABLE,Hand Tools,28.35,245.59
1406,wife window,CRAFTSMAN,Power Tools,117.26,65.25
1407,maybe focus,BOSTITCH,Power Tools,140.54,101.99
1408,Republican wait,BLACK+DECKER,Power Tools,142.62,210.26
1409,then of,PORTER CABLE,Accessories,61.66,108.34
1410,nature audience,BLACK+DECKER,Accessories,28.97,241.9
1411,well same,STANLEY,Hand Tools,82.58,56.53
1412,report sometimes,DEWALT,Accessories,25.77,233.55
1413,authority assume,BOSTITCH,Outdoor,140.76,39.14
1414,we room,BLACK+DECKER,Hand Tools,35.7,23.53
1415,father can,DEWALT,Accessories,45.39,271.5
1416,agent physical,PORTER CABLE,Power Tools,66.93,182.77
1417,you show,DEWALT,Outdoor,63.64,118.51
1418,hotel picture,BOSTITCH,Power Tools,121.25,85.13
1419,better think,BLACK+DECKER,Hand Tools,73.88,192.73
1420,story very,STANLEY,Power Tools,33.91,162.52
1421,firm success,PORTER CABLE,Accessories,47.41,297.65
1422,near hard,BLACK+DECKER,Accessories,81.28,295.3
1423,form thank,BOSTITCH,Hand Tools,30.64,197.81
1424,trip every,PORTER CABLE,Power Tools,95.63,144.0
1425,perform material,CRAFTSMAN,Hand Tools,89.2,157.52
1426,bit protect,DEWALT,Power Tools,110.06,211.09
1427,response daughter,BOSTITCH,Outdoor,141.28,48.44
1428,hot training,CRAFTSMAN,Accessories,137.72,111.94
1429,too data,BLACK+DECKER,Hand Tools,142.45,41.08
1430,age parent,STANLEY,Outdoor,44.26,40.54
1431,tend campaign,PORTER CABLE,Outdoor,28.42,74.83
1432,hand seven,DEWALT,Hand Tools,52.32,155.87
1433,artist often,PORTER CABLE,Hand Tools,135.31,239.74
1434,nation wind,BLACK+DECKER,Outdoor,146.09,155.94
1435,recently ever,PORTER CABLE,Power Tools,130.31,113.93
1436,machine marriage,DEWALT,Outdoor,25.4,43.06
1437,example magazine,BLACK+DECKER,Hand Tools,142.64,174.08
1438,believe activity,PORTER CABLE,Outdoor,69.27,95.96
1439,against study,STANLEY,Power Tools,11.3,192.18
1440,reflect small,BOSTITCH,Accessories,71.94,293.61
1441,leader however,BLACK+DECKER,Accessories,16.45,51.17
1442,behavior go,BOSTITCH,Outdoor,86.14,79.4
1443,behavior fish,BLACK+DECKER,Power Tools,57.4,152.47
1444,group head,STANLEY,Accessories,76.28,291.21
1445,discussion member,BOSTITCH,Outdoor,95.84,236.11
1446,wind scientist,CRAFTSMAN,Outdoor,131.63,271.5
1447,mission attack,DEWALT,Power Tools,102.67,113.44
1448,center anything,CRAFTSMAN,Hand Tools,70.77,297.77
1449,discover material,PORTER CABLE,Outdoor,124.72,48.79
1450,time son,STANLEY,Hand Tools,136.78,34.83
1451,somebody drug,CRAFTSMAN,Hand Tools,26.77,259.57
1452,owner after,BLACK+DECKER,Accessories,84.47,279.63
1453,will high,PORTER CABLE,Hand Tools,49.83,45.36
1454,letter machine,PORTER CABLE,Power Tools,16.59,51.76
1455,three kitchen,CRAFTSMAN,Accessories,103.6,29.29
1456,view represent,CRAFTSMAN,Accessories,130.79,49.26
1457,agent road,STANLEY,Accessories,32.81,78.64
1458,other suddenly,DEWALT,Outdoor,123.74,291.62
1459,every people,CRAFTSMAN,Outdoor,129.48,207.0
1460,good election,CRAFTSMAN,Hand Tools,138.01,237.99
1461,sometimes hotel,BOSTITCH,Accessories,47.14,237.32
1462,increase order,BLACK+DECKER,Accessories,136.55,169.82
1463,decision Republican,BOSTITCH,Power Tools,54.89,243.3
1464,call option,BOSTITCH,Hand Tools,87.33,186.83
1465,approach keep,PORTER CABLE,Power Tools,17.07,108.07
1466,special so,DEWALT,Hand Tools,16.14,177.11
1467,event one,BLACK+DECKER,Hand Tools,110.85,169.38
1468,catch attorney,STANLEY,Outdoor,72.23,250.57
1469,necessary must,STANLEY,Outdoor,45.88,294.88
1470,Mr himself,CRAFTSMAN,Power Tools,36.66,135.09
1471,what them,CRAFTSMAN,Hand Tools,103.79,233.75
1472,everybody water,STANLEY,Accessories,10.06,47.93
1473,water state,CRAFTSMAN,Outdoor,122.82,237.51
1474,newspaper bad,DEWALT,Accessories,21.09,124.0
1475,audience claim,BOSTITCH,Power Tools,36.81,31.03
1476,hit buy,CRAFTSMAN,Outdoor,64.07,121.71
1477,require keep,PORTER CABLE,Outdoor,77.88,190.98
1478,large or,CRAFTSMAN,Hand Tools,59.7,53.39
1479,wrong event,BLACK+DECKER,Power Tools,54.9,278.73
1480,series watch,DEWALT,Hand Tools,144.95,41.75
1481,yeah book,BLACK+DECKER,Outdoor,99.82,280.4
1482,forward poor,BLACK+DECKER,Power Tools,13.28,218.0
1483,major allow,PORTER CABLE,Outdoor,70.22,112.32
1484,safe list,DEWALT,Power Tools,132.5,129.41
1485,social place,DEWALT,Outdoor,52.2,227.43
1486,home husband,DEWALT,Accessories,23.24,188.41
1487,use five,DEWALT,Accessories,116.17,208.06
1488,no view,DEWALT,Hand Tools,94.84,128.97
1489,effect he,PORTER CABLE,Accessories,89.84,156.59
1490,relationship office,CRAFTSMAN,Outdoor,17.5,297.16
1491,scientist may,BLACK+DECKER,Outdoor,29.67,79.9
1492,several bed,DEWALT,Accessories,97.16,137.0
1493,visit new,CRAFTSMAN,Hand Tools,39.1,101.71
1494,newspaper answer,CRAFTSMAN,Accessories,80.57,234.23
1495,gas author,BLACK+DECKER,Power Tools,86.28,233.92
1496,sport behavior,PORTER CABLE,Power Tools,49.69,101.88
1497,across you,STANLEY,Power Tools,142.78,42.79
1498,range cell,STANLEY,Accessories,127.94,23.2
1499,house better,CRAFTSMAN,Accessories,111.13,139.69
1500,during collection,BOSTITCH,Accessories,20.92,134.89
1501,born recognize,BOSTITCH,Power Tools,24.86,296.75
1502,stage west,BLACK+DECKER,Hand Tools,78.99,151.54
1503,range which,STANLEY,Outdoor,32.5,91.8
1504,decade resource,CRAFTSMAN,Accessories,146.96,269.54
1505,language likely,PORTER CABLE,Hand Tools,32.19,157.5
1506,base seven,STANLEY,Outdoor,78.25,187.77
1507,piece street,CRAFTSMAN,Outdoor,60.98,46.79
1508,smile continue,CRAFTSMAN,Outdoor,99.51,127.22
1509,serious within,DEWALT,Hand Tools,28.07,284.38
1510,able TV,PORTER CABLE,Hand Tools,70.24,185.06
1511,commercial decision,DEWALT,Power Tools,48.46,116.46
1512,story early,BLACK+DECKER,Hand Tools,134.29,195.19
1513,thus my,DEWALT,Hand Tools,15.68,274.92
1514,deal American,DEWALT,Hand Tools,137.92,96.72
1515,choice edge,STANLEY,Outdoor,126.62,161.43
1516,parent despite,BOSTITCH,Accessories,51.66,288.43
1517,gun strong,CRAFTSMAN,Power Tools,120.5,68.27
1518,wife charge,PORTER CABLE,Accessories,14.37,221.51
1519,call system,DEWALT,Accessories,145.36,192.05
1520,chair also,PORTER CABLE,Hand Tools,83.72,210.31
1521,field first,BOSTITCH,Power Tools,52.46,118.34
1522,piece form,BOSTITCH,Accessories,60.76,107.89
1523,century parent,DEWALT,Accessories,19.3,211.58
1524,left senior,BLACK+DECKER,Power Tools,148.51,80.35
1525,political give,DEWALT,Hand Tools,15.5,137.5
1526,economic daughter,STANLEY,Accessories,101.69,72.69
1527,technology court,CRAFTSMAN,Outdoor,71.98,22.33
1528,third crime,BLACK+DECKER,Accessories,142.85,291.62
1529,soon actually,DEWALT,Outdoor,44.44,140.88
1530,smile service,PORTER CABLE,Hand Tools,84.49,291.42
1531,cause voice,BLACK+DECKER,Accessories,77.53,59.29
1532,resource camera,BLACK+DECKER,Power Tools,108.4,184.46
1533,could with,DEWALT,Power Tools,19.52,76.27
1534,hope trial,BLACK+DECKER,Accessories,37.13,241.22
1535,quickly a,PORTER CABLE,Hand Tools,40.04,239.44
1536,and current,BOSTITCH,Hand Tools,113.34,51.53
1537,institution once,BLACK+DECKER,Power Tools,36.48,275.38
1538,history dog,BOSTITCH,Accessories,90.29,74.5
1539,defense see,PORTER CABLE,Hand Tools,40.13,191.63
1540,miss finish,DEWALT,Power Tools,130.63,295.98
1541,someone exist,CRAFTSMAN,Outdoor,141.91,267.07
1542,water anything,BLACK+DECKER,Accessories,82.59,287.84
1543,fight reason,CRAFTSMAN,Outdoor,59.32,115.93
1544,exist serve,PORTER CABLE,Outdoor,42.77,49.56
1545,could grow,BLACK+DECKER,Hand Tools,16.97,72.74
1546,start will,BOSTITCH,Hand Tools,47.59,160.14
1547,administration event,STANLEY,Hand Tools,101.59,242.1
1548,clear agree,CRAFTSMAN,Accessories,84.71,62.04
1549,worry one,BLACK+DECKER,Outdoor,142.17,204.72
1550,each new,CRAFTSMAN,Accessories,65.48,110.6
1551,laugh our,BLACK+DECKER,Hand Tools,107.14,115.54
1552,concern south,DEWALT,Outdoor,78.51,205.34
1553,word group,BOSTITCH,Accessories,81.76,150.76
1554,sport enough,CRAFTSMAN,Accessories,47.49,247.37
1555,either travel,STANLEY,Power Tools,73.69,63.66
1556,receive newspaper,STANLEY,Accessories,75.91,241.19
1557,plan media,PORTER CABLE,Hand Tools,108.93,37.99
1558,information someone,BLACK+DECKER,Accessories,141.69,74.34
1559,public might,CRAFTSMAN,Outdoor,56.1,203.72
1560,green explain,PORTER CABLE,Accessories,15.91,259.38
1561,general stuff,CRAFTSMAN,Power Tools,79.48,90.75
1562,summer south,BLACK+DECKER,Outdoor,86.22,111.61
1563,send right,STANLEY,Outdoor,33.58,170.39
1564,capital last,DEWALT,Power Tools,116.47,79.24
1565,agree involve,STANLEY,Hand Tools,147.89,247.12
1566,director less,PORTER CABLE,Outdoor,142.41,236.62
1567,here picture,BOSTITCH,Hand Tools,37.59,60.68
1568,service enough,DEWALT,Outdoor,132.55,149.87
1569,throw less,PORTER CABLE,Outdoor,108.63,236.95
1570,another even,BLACK+DECKER,Hand Tools,73.54,114.45
1571,series add,DEWALT,Outdoor,85.69,197.27
1572,institution space,PORTER CABLE,Hand Tools,128.94,34.06
1573,skill conference,BLACK+DECKER,Power Tools,77.22,190.43
1574,good realize,STANLEY,Hand Tools,62.25,62.74
1575,lay job,BOSTITCH,Power Tools,79.05,252.56
1576,various market,BLACK+DECKER,Outdoor,91.08,119.53
1577,court win,CRAFTSMAN,Hand Tools,36.47,98.84
1578,visit particularly,BLACK+DECKER,Outdoor,136.13,255.45
1579,true sport,BLACK+DECKER,Hand Tools,104.39,34.04
1580,responsibility price,BOSTITCH,Power Tools,98.66,131.05
1581,education subject,CRAFTSMAN,Power Tools,23.93,123.6
1582,cold image,PORTER CABLE,Hand Tools,94.58,99.74
1583,clear dream,PORTER CABLE,Power Tools,26.93,275.29
